User_Id,Place_Id,Place_Ratings,City_Encoded,Category_Encoded,Clipped_Price,Normalized_Price,user,place
3,202,5.0,4,0,10000,0.2,2,60
3,48,2.0,1,1,5000,0.1,2,28
3,283,3.0,0,4,0,0.0,2,61
3,202,3.0,4,0,10000,0.2,2,60
3,250,2.0,0,4,50000,1.0,2,62
3,118,2.0,4,1,5000,0.1,2,63
3,54,2.0,1,4,0,0.0,2,64
3,70,3.0,1,1,0,0.0,2,65
3,33,4.0,1,4,0,0.0,2,66
3,227,2.0,0,4,0,0.0,2,67
3,86,4.0,4,1,15000,0.3,2,68
3,105,5.0,4,1,0,0.0,2,42
3,249,3.0,0,4,50000,1.0,2,69
3,131,4.0,4,2,5000,0.1,2,70
3,382,2.0,2,4,50000,1.0,2,71
3,193,2.0,4,1,50000,1.0,2,72
3,176,2.0,4,1,10000,0.2,2,43
3,104,3.0,4,1,20000,0.4,2,73
3,24,4.0,1,1,5000,0.1,2,74
3,128,5.0,4,4,0,0.0,2,75
3,134,3.0,4,4,10000,0.2,2,76
3,228,3.0,0,1,3000,0.06,2,77
3,237,3.0,0,4,50000,1.0,2,78
3,100,4.0,4,1,0,0.0,2,79
3,198,5.0,4,0,5000,0.1,2,80
4,50,2.0,1,1,2000,0.04,3,81
4,376,2.0,2,1,30000,0.6,3,82
4,268,4.0,0,4,50000,1.0,3,83
4,242,4.0,0,2,12000,0.24,3,84
4,82,3.0,1,1,5000,0.1,3,85
4,348,5.0,2,1,20000,0.4,3,86
4,409,3.0,3,1,0,0.0,3,87
4,88,3.0,4,1,3000,0.06,3,88
4,4,4.0,1,4,10000,0.2,3,89
4,377,3.0,2,4,35000,0.7,3,90
4,43,5.0,1,4,50000,1.0,3,91
4,15,4.0,1,3,0,0.0,3,21
4,91,3.0,4,4,0,0.0,3,92
4,193,5.0,4,1,50000,1.0,3,72
4,312,3.0,0,2,11000,0.22,3,5
4,44,2.0,1,1,0,0.0,3,93
4,14,5.0,1,0,50000,1.0,3,94
4,406,3.0,3,2,0,0.0,3,95
4,383,2.0,2,4,0,0.0,3,96
4,229,2.0,0,4,45000,0.9,3,97
4,290,3.0,0,1,5000,0.1,3,98
4,5,5.0,1,4,50000,1.0,3,2
4,294,5.0,0,1,0,0.0,3,99
4,309,5.0,0,2,25000,0.5,3,100
4,74,2.0,1,1,0,0.0,3,101
4,97,2.0,4,1,15000,0.3,3,102
5,421,4.0,3,1,10000,0.2,4,59
5,138,2.0,4,4,20000,0.4,4,103
5,436,5.0,3,4,0,0.0,4,104
5,395,2.0,3,4,0,0.0,4,105
5,300,4.0,0,2,10000,0.2,4,106
5,321,3.0,0,4,30000,0.6,4,53
5,68,5.0,1,3,0,0.0,4,107
5,55,5.0,1,5,0,0.0,4,108
5,434,4.0,3,4,0,0.0,4,109
5,9,5.0,1,0,50000,1.0,4,110
5,166,3.0,4,2,6000,0.12,4,51
5,151,5.0,4,4,0,0.0,4,111
5,4,3.0,1,4,10000,0.2,4,89
5,61,3.0,1,1,0,0.0,4,112
5,321,3.0,0,4,30000,0.6,4,53
5,159,2.0,4,2,2500,0.05,4,113
5,397,5.0,3,4,0,0.0,4,114
5,391,2.0,2,2,7500,0.15,4,115
5,407,3.0,3,4,0,0.0,4,44
5,301,2.0,0,2,50000,1.0,4,116
5,143,4.0,4,2,2000,0.04,4,117
5,27,2.0,1,4,50000,1.0,4,118
5,283,4.0,0,4,0,0.0,4,61
5,190,2.0,4,0,4000,0.08,4,119
5,346,4.0,2,4,0,0.0,4,120
5,67,4.0,1,2,25000,0.5,4,16
5,381,3.0,2,1,0,0.0,4,121
5,368,3.0,2,2,3000,0.06,4,122
5,433,4.0,3,1,2000,0.04,4,123
5,301,2.0,0,2,50000,1.0,4,116
5,420,3.0,3,1,0,0.0,4,124
5,335,3.0,2,1,10000,0.2,4,125
5,115,3.0,4,1,15000,0.3,4,126
6,433,4.0,3,1,2000,0.04,5,123
6,334,2.0,0,4,50000,1.0,5,127
6,348,2.0,2,1,20000,0.4,5,86
6,219,2.0,0,2,15000,0.3,5,128
6,178,3.0,4,2,40000,0.8,5,129
6,266,3.0,0,2,0,0.0,5,130
6,92,2.0,4,4,0,0.0,5,131
6,64,5.0,1,1,2000,0.04,5,132
6,102,4.0,4,1,40000,0.8,5,133
6,166,5.0,4,2,6000,0.12,5,51
6,257,2.0,0,1,0,0.0,5,134
6,243,5.0,0,1,15000,0.3,5,135
6,346,5.0,2,4,0,0.0,5,120
6,116,5.0,4,4,2500,0.05,5,136
6,359,2.0,2,2,25000,0.5,5,137
6,121,4.0,4,1,50000,1.0,5,138
6,385,4.0,2,1,0,0.0,5,139
6,398,5.0,3,4,0,0.0,5,140
6,64,5.0,1,1,2000,0.04,5,132
6,88,5.0,4,1,3000,0.06,5,88
6,119,2.0,4,1,5000,0.1,5,141
6,393,2.0,3,2,0,0.0,5,9
6,4,4.0,1,4,10000,0.2,5,89
6,298,3.0,0,2,0,0.0,5,142
6,410,2.0,3,4,50000,1.0,5,143
6,224,5.0,0,4,40000,0.8,5,144
6,379,4.0,2,2,5000,0.1,5,145
6,382,2.0,2,4,50000,1.0,5,71
7,255,5.0,0,1,15000,0.3,6,146
7,269,3.0,0,2,7500,0.15,6,147
7,213,3.0,0,1,5000,0.1,6,148
7,228,3.0,0,1,3000,0.06,6,77
7,126,5.0,4,0,4000,0.08,6,149
7,192,5.0,4,2,15000,0.3,6,150
7,376,4.0,2,1,30000,0.6,6,82
7,183,5.0,4,4,50000,1.0,6,151
7,129,4.0,4,4,2000,0.04,6,152
7,303,4.0,0,5,0,0.0,6,153
7,296,3.0,0,4,50000,1.0,6,154
7,213,3.0,0,1,5000,0.1,6,148
7,237,5.0,0,4,50000,1.0,6,78
7,99,4.0,4,1,0,0.0,6,155
7,88,4.0,4,1,3000,0.06,6,88
7,148,3.0,4,2,5000,0.1,6,156
7,13,2.0,1,0,5000,0.1,6,157
7,377,5.0,2,4,35000,0.7,6,90
7,183,4.0,4,4,50000,1.0,6,151
7,247,4.0,0,4,15000,0.3,6,158
7,31,3.0,1,2,25000,0.5,6,159
7,298,4.0,0,2,0,0.0,6,142
7,290,4.0,0,1,5000,0.1,6,98
7,385,5.0,2,1,0,0.0,6,139
7,77,5.0,1,4,0,0.0,6,160
7,107,2.0,4,1,5000,0.1,6,37
7,77,3.0,1,4,0,0.0,6,160
8,158,5.0,4,0,10000,0.2,7,161
8,301,3.0,0,2,50000,1.0,7,116
8,290,2.0,0,1,5000,0.1,7,98
8,322,5.0,0,2,0,0.0,7,31
8,306,4.0,0,2,50000,1.0,7,162
8,98,5.0,4,4,15000,0.3,7,163
8,235,4.0,0,2,15000,0.3,7,164
8,45,2.0,1,4,50000,1.0,7,165
8,173,3.0,4,0,10000,0.2,7,166
8,306,2.0,0,2,50000,1.0,7,162
8,393,5.0,3,2,0,0.0,7,9
8,395,5.0,3,4,0,0.0,7,105
8,89,3.0,4,1,50000,1.0,7,12
8,433,4.0,3,1,2000,0.04,7,123
8,143,5.0,4,2,2000,0.04,7,117
8,275,3.0,0,2,20000,0.4,7,167
8,25,5.0,1,3,0,0.0,7,168
8,98,2.0,4,4,15000,0.3,7,163
8,130,3.0,4,4,10000,0.2,7,169
8,223,5.0,0,5,0,0.0,7,55
8,368,2.0,2,2,3000,0.06,7,122
8,164,5.0,4,2,2500,0.05,7,170
8,267,4.0,0,4,50000,1.0,7,171
8,202,3.0,4,0,10000,0.2,7,60
8,56,2.0,1,0,25000,0.5,7,172
8,30,3.0,1,4,0,0.0,7,173
8,238,3.0,0,2,7500,0.15,7,174
8,294,4.0,0,1,0,0.0,7,99
9,402,3.0,3,3,0,0.0,8,175
9,196,4.0,4,0,3000,0.06,8,176
9,406,4.0,3,2,0,0.0,8,95
9,55,4.0,1,5,0,0.0,8,108
9,30,3.0,1,4,0,0.0,8,173
9,246,5.0,0,2,10000,0.2,8,22
9,402,3.0,3,3,0,0.0,8,175
9,30,2.0,1,4,0,0.0,8,173
9,310,4.0,0,2,0,0.0,8,58
9,417,4.0,3,1,10000,0.2,8,177
9,304,4.0,0,2,2500,0.05,8,178
9,206,3.0,4,2,8000,0.16,8,179
9,211,3.0,0,2,30000,0.6,8,180
9,28,5.0,1,4,35000,0.7,8,181
9,264,3.0,0,5,0,0.0,8,182
9,242,3.0,0,2,12000,0.24,8,84
9,403,3.0,3,4,0,0.0,8,183
9,253,4.0,0,4,25000,0.5,8,184
9,265,4.0,0,1,0,0.0,8,23
9,331,4.0,0,1,50000,1.0,8,185
9,188,4.0,4,0,10000,0.2,8,186
9,54,3.0,1,4,0,0.0,8,64
9,420,5.0,3,1,0,0.0,8,124
9,416,4.0,3,1,0,0.0,8,187
9,378,5.0,2,4,0,0.0,8,188
9,233,4.0,0,2,30000,0.6,8,189
9,95,5.0,4,4,0,0.0,8,190
9,105,2.0,4,1,0,0.0,8,42
9,233,5.0,0,2,30000,0.6,8,189
9,204,2.0,4,4,0,0.0,8,191
9,225,5.0,0,4,50000,1.0,8,192
9,204,2.0,4,4,0,0.0,8,191
9,341,5.0,2,2,3000,0.06,8,193
10,145,3.0,4,4,5000,0.1,9,194
10,36,4.0,1,4,50000,1.0,9,195
10,168,5.0,4,0,10000,0.2,9,196
10,12,2.0,1,0,50000,1.0,9,197
10,134,5.0,4,4,10000,0.2,9,76
10,280,4.0,0,5,0,0.0,9,198
10,236,4.0,0,4,0,0.0,9,199
10,95,5.0,4,4,0,0.0,9,190
10,344,3.0,2,0,3000,0.06,9,1
10,18,5.0,1,1,2000,0.04,9,52
10,42,3.0,1,1,5000,0.1,9,200
10,90,5.0,4,4,5000,0.1,9,201
10,280,5.0,0,5,0,0.0,9,198
10,75,4.0,1,4,50000,1.0,9,202
10,63,5.0,1,1,2000,0.04,9,203
10,205,5.0,4,4,50000,1.0,9,204
10,268,3.0,0,4,50000,1.0,9,83
10,234,3.0,0,1,50000,1.0,9,205
10,284,3.0,0,3,0,0.0,9,206
10,405,3.0,3,4,50000,1.0,9,13
10,230,4.0,0,4,30000,0.6,9,207
10,197,3.0,4,0,5000,0.1,9,208
10,339,3.0,2,1,35000,0.7,9,209
10,159,2.0,4,2,2500,0.05,9,113
10,77,2.0,1,4,0,0.0,9,160
10,23,2.0,1,5,0,0.0,9,32
10,67,5.0,1,2,25000,0.5,9,16
10,35,4.0,1,3,0,0.0,9,210
11,229,2.0,0,4,45000,0.9,10,97
11,226,2.0,0,4,20000,0.4,10,211
11,310,3.0,0,2,0,0.0,10,58
11,430,3.0,3,4,50000,1.0,10,212
11,107,3.0,4,1,5000,0.1,10,37
11,37,5.0,1,4,10000,0.2,10,213
11,322,5.0,0,2,0,0.0,10,31
11,109,2.0,4,4,3000,0.06,10,214
11,341,4.0,2,2,3000,0.06,10,193
11,206,2.0,4,2,8000,0.16,10,179
11,97,4.0,4,1,15000,0.3,10,102
11,41,3.0,1,1,2000,0.04,10,14
11,355,4.0,2,2,50000,1.0,10,215
11,82,2.0,1,1,5000,0.1,10,85
11,376,4.0,2,1,30000,0.6,10,82
11,406,4.0,3,2,0,0.0,10,95
11,186,4.0,4,0,5000,0.1,10,216
11,88,3.0,4,1,3000,0.06,10,88
11,378,2.0,2,4,0,0.0,10,188
11,151,5.0,4,4,0,0.0,10,111
11,149,2.0,4,2,3000,0.06,10,217
11,6,5.0,1,4,25000,0.5,10,218
11,150,2.0,4,1,7000,0.14,10,219
11,11,3.0,1,0,5000,0.1,10,220
11,127,3.0,4,4,10000,0.2,10,221
11,6,2.0,1,4,25000,0.5,10,218
11,5,5.0,1,4,50000,1.0,10,2
11,236,2.0,0,4,0,0.0,10,199
12,429,3.0,3,1,0,0.0,11,222
12,194,3.0,4,0,5000,0.1,11,223
12,27,2.0,1,4,50000,1.0,11,118
12,236,3.0,0,4,0,0.0,11,199
12,49,5.0,1,1,0,0.0,11,224
12,369,5.0,2,1,7500,0.15,11,225
12,94,5.0,4,4,7000,0.14,11,226
12,226,4.0,0,4,20000,0.4,11,211
12,274,4.0,0,2,0,0.0,11,227
12,72,5.0,1,4,50000,1.0,11,228
12,183,5.0,4,4,50000,1.0,11,151
12,265,4.0,0,1,0,0.0,11,23
12,301,5.0,0,2,50000,1.0,11,116
12,46,4.0,1,0,40000,0.8,11,229
12,65,2.0,1,1,1000,0.02,11,230
12,203,5.0,4,4,40000,0.8,11,231
12,379,4.0,2,2,5000,0.1,11,145
12,139,4.0,4,2,10000,0.2,11,232
12,5,5.0,1,4,50000,1.0,11,2
12,141,2.0,4,2,3000,0.06,11,233
12,312,5.0,0,2,11000,0.22,11,5
12,154,5.0,4,0,10000,0.2,11,8
12,71,5.0,1,2,50000,1.0,11,234
12,302,3.0,0,5,0,0.0,11,27
12,75,5.0,1,4,50000,1.0,11,202
12,30,5.0,1,4,0,0.0,11,173
12,52,3.0,1,1,15000,0.3,11,235
12,27,3.0,1,4,50000,1.0,11,118
12,102,5.0,4,1,40000,0.8,11,133
12,128,2.0,4,4,0,0.0,11,75
12,293,5.0,0,4,0,0.0,11,236
12,82,4.0,1,1,5000,0.1,11,85
12,402,3.0,3,3,0,0.0,11,175
12,98,2.0,4,4,15000,0.3,11,163
13,398,2.0,3,4,0,0.0,12,140
13,65,2.0,1,1,1000,0.02,12,230
13,398,2.0,3,4,0,0.0,12,140
13,371,5.0,2,2,25000,0.5,12,34
13,422,4.0,3,1,0,0.0,12,237
13,214,5.0,0,4,50000,1.0,12,238
13,20,2.0,1,1,2000,0.04,12,7
13,114,5.0,4,4,30000,0.6,12,239
13,229,2.0,0,4,45000,0.9,12,97
13,56,5.0,1,0,25000,0.5,12,172
13,265,4.0,0,1,0,0.0,12,23
13,129,4.0,4,4,2000,0.04,12,152
13,75,5.0,1,4,50000,1.0,12,202
13,296,2.0,0,4,50000,1.0,12,154
13,191,2.0,4,0,10000,0.2,12,240
13,156,3.0,4,0,10000,0.2,12,241
13,177,2.0,4,0,10000,0.2,12,242
13,437,5.0,3,5,10000,0.2,12,41
13,406,2.0,3,2,0,0.0,12,95
13,290,2.0,0,1,5000,0.1,12,98
13,163,4.0,4,2,2500,0.05,12,243
13,242,3.0,0,2,12000,0.24,12,84
13,178,2.0,4,2,40000,0.8,12,129
13,142,5.0,4,2,0,0.0,12,244
13,245,4.0,0,4,20000,0.4,12,245
14,67,5.0,1,2,25000,0.5,13,16
14,325,3.0,0,1,50000,1.0,13,246
14,422,4.0,3,1,0,0.0,13,237
14,88,2.0,4,1,3000,0.06,13,88
14,118,4.0,4,1,5000,0.1,13,63
14,344,2.0,2,0,3000,0.06,13,1
14,227,4.0,0,4,0,0.0,13,67
14,259,5.0,0,1,0,0.0,13,247
14,376,5.0,2,1,30000,0.6,13,82
14,368,3.0,2,2,3000,0.06,13,122
14,396,2.0,3,1,15000,0.3,13,248
14,167,3.0,4,2,0,0.0,13,46
14,11,2.0,1,0,5000,0.1,13,220
14,230,5.0,0,4,30000,0.6,13,207
14,54,2.0,1,4,0,0.0,13,64
14,304,3.0,0,2,2500,0.05,13,178
14,249,5.0,0,4,50000,1.0,13,69
14,96,2.0,4,4,0,0.0,13,249
14,50,2.0,1,1,2000,0.04,13,81
14,8,4.0,1,4,50000,1.0,13,250
14,233,3.0,0,2,30000,0.6,13,189
14,362,2.0,2,2,15000,0.3,13,251
14,173,5.0,4,0,10000,0.2,13,166
14,435,5.0,3,4,0,0.0,13,252
14,167,4.0,4,2,0,0.0,13,46
14,294,2.0,0,1,0,0.0,13,99
14,59,3.0,1,1,2000,0.04,13,253
14,274,4.0,0,2,0,0.0,13,227
14,186,4.0,4,0,5000,0.1,13,216
14,91,5.0,4,4,0,0.0,13,92
14,328,5.0,0,2,10000,0.2,13,25
14,371,4.0,2,2,25000,0.5,13,34
14,171,3.0,4,1,5000,0.1,13,254
15,298,3.0,0,2,0,0.0,14,142
15,277,3.0,0,4,15000,0.3,14,255
15,90,5.0,4,4,5000,0.1,14,201
15,342,5.0,2,4,3000,0.06,14,256
15,435,3.0,3,4,0,0.0,14,252
15,348,2.0,2,1,20000,0.4,14,86
15,23,5.0,1,5,0,0.0,14,32
15,365,5.0,2,2,2500,0.05,14,257
15,340,3.0,2,4,0,0.0,14,258
15,260,5.0,0,1,0,0.0,14,259
15,369,4.0,2,1,7500,0.15,14,225
15,187,4.0,4,0,10000,0.2,14,260
15,74,3.0,1,1,0,0.0,14,101
15,297,4.0,0,2,50000,1.0,14,261
15,21,2.0,1,1,5000,0.1,14,24
15,95,3.0,4,4,0,0.0,14,190
15,367,5.0,2,2,7000,0.14,14,50
15,207,4.0,4,4,15000,0.3,14,262
15,284,2.0,0,3,0,0.0,14,206
15,321,2.0,0,4,30000,0.6,14,53
15,248,2.0,0,4,50000,1.0,14,263
15,153,5.0,4,0,10000,0.2,14,264
15,248,4.0,0,4,50000,1.0,14,263
15,355,5.0,2,2,50000,1.0,14,215
15,27,3.0,1,4,50000,1.0,14,118
15,239,3.0,0,2,50000,1.0,14,265
15,434,2.0,3,4,0,0.0,14,109
15,9,4.0,1,0,50000,1.0,14,110
15,360,3.0,2,2,5000,0.1,14,266
15,275,2.0,0,2,20000,0.4,14,167
15,142,2.0,4,2,0,0.0,14,244
15,119,4.0,4,1,5000,0.1,14,141
15,219,2.0,0,2,15000,0.3,14,128
15,417,3.0,3,1,10000,0.2,14,177
15,170,3.0,4,1,50000,1.0,14,267
15,357,3.0,2,2,10000,0.2,14,268
16,264,2.0,0,5,0,0.0,15,182
16,68,2.0,1,3,0,0.0,15,107
16,292,2.0,0,2,0,0.0,15,17
16,89,3.0,4,1,50000,1.0,15,12
16,203,4.0,4,4,40000,0.8,15,231
16,73,2.0,1,1,5000,0.1,15,269
16,201,3.0,4,0,5000,0.1,15,270
16,252,2.0,0,4,15000,0.3,15,271
16,434,3.0,3,4,0,0.0,15,109
16,275,4.0,0,2,20000,0.4,15,167
16,150,4.0,4,1,7000,0.14,15,219
16,414,5.0,3,1,0,0.0,15,272
16,67,4.0,1,2,25000,0.5,15,16
16,385,2.0,2,1,0,0.0,15,139
16,359,5.0,2,2,25000,0.5,15,137
16,266,4.0,0,2,0,0.0,15,130
16,30,4.0,1,4,0,0.0,15,173
16,390,2.0,2,2,5000,0.1,15,49
16,322,5.0,0,2,0,0.0,15,31
16,413,4.0,3,1,2000,0.04,15,39
16,121,3.0,4,1,50000,1.0,15,138
16,237,4.0,0,4,50000,1.0,15,78
16,384,4.0,2,1,0,0.0,15,47
16,132,5.0,4,2,20000,0.4,15,273
16,26,2.0,1,3,0,0.0,15,274
16,347,3.0,2,4,0,0.0,15,275
16,121,4.0,4,1,50000,1.0,15,138
16,167,3.0,4,2,0,0.0,15,46
16,270,5.0,0,2,25000,0.5,15,276
17,16,4.0,1,1,0,0.0,16,277
17,339,2.0,2,1,35000,0.7,16,209
17,406,5.0,3,2,0,0.0,16,95
17,267,5.0,0,4,50000,1.0,16,171
17,384,5.0,2,1,0,0.0,16,47
17,371,4.0,2,2,25000,0.5,16,34
17,19,2.0,1,4,50000,1.0,16,278
17,318,5.0,0,2,20000,0.4,16,279
17,104,4.0,4,1,20000,0.4,16,73
17,37,2.0,1,4,10000,0.2,16,213
17,256,4.0,0,2,10000,0.2,16,280
17,11,3.0,1,0,5000,0.1,16,220
17,134,4.0,4,4,10000,0.2,16,76
17,181,2.0,4,0,5000,0.1,16,281
17,236,3.0,0,4,0,0.0,16,199
17,98,5.0,4,4,15000,0.3,16,163
17,199,3.0,4,0,5000,0.1,16,282
17,410,4.0,3,4,50000,1.0,16,143
17,33,5.0,1,4,0,0.0,16,66
17,237,3.0,0,4,50000,1.0,16,78
17,265,4.0,0,1,0,0.0,16,23
17,78,4.0,1,4,1000,0.02,16,35
17,154,5.0,4,0,10000,0.2,16,8
17,173,5.0,4,0,10000,0.2,16,166
17,414,4.0,3,1,0,0.0,16,272
17,288,4.0,0,5,0,0.0,16,283
17,330,3.0,0,1,40000,0.8,16,284
17,3,2.0,1,4,50000,1.0,16,285
17,47,4.0,1,4,0,0.0,16,286
17,2,3.0,1,1,0,0.0,16,30
17,145,3.0,4,4,5000,0.1,16,194
17,27,4.0,1,4,50000,1.0,16,118
17,32,2.0,1,1,0,0.0,16,287
17,70,2.0,1,1,0,0.0,16,65
17,308,2.0,0,2,15000,0.3,16,288
17,210,4.0,4,0,3000,0.06,16,289
17,92,3.0,4,4,0,0.0,16,131
17,398,3.0,3,4,0,0.0,16,140
17,279,4.0,0,5,0,0.0,16,290
17,398,4.0,3,4,0,0.0,16,140
17,321,3.0,0,4,30000,0.6,16,53
17,262,2.0,0,2,50000,1.0,16,54
17,307,3.0,0,2,5000,0.1,16,26
17,289,4.0,0,2,10000,0.2,16,291
17,346,2.0,2,4,0,0.0,16,120
17,371,3.0,2,2,25000,0.5,16,34
18,102,3.0,4,1,40000,0.8,17,133
18,332,2.0,0,2,20000,0.4,17,292
18,80,5.0,1,3,0,0.0,17,293
18,49,4.0,1,1,0,0.0,17,224
18,375,3.0,2,1,0,0.0,17,294
18,71,4.0,1,2,50000,1.0,17,234
18,182,5.0,4,0,5000,0.1,17,295
18,54,4.0,1,4,0,0.0,17,64
18,176,5.0,4,1,10000,0.2,17,43
18,197,2.0,4,0,5000,0.1,17,208
18,151,5.0,4,4,0,0.0,17,111
18,260,4.0,0,1,0,0.0,17,259
18,405,5.0,3,4,50000,1.0,17,13
18,8,3.0,1,4,50000,1.0,17,250
18,88,3.0,4,1,3000,0.06,17,88
18,50,4.0,1,1,2000,0.04,17,81
18,412,2.0,3,5,0,0.0,17,296
18,147,4.0,4,1,0,0.0,17,29
18,101,5.0,4,1,0,0.0,17,4
18,357,4.0,2,2,10000,0.2,17,268
18,272,3.0,0,1,0,0.0,17,297
18,413,2.0,3,1,2000,0.04,17,39
18,185,3.0,4,0,10000,0.2,17,38
18,80,5.0,1,3,0,0.0,17,293
18,426,2.0,3,1,0,0.0,17,48
18,245,4.0,0,4,20000,0.4,17,245
18,46,4.0,1,0,40000,0.8,17,229
18,184,3.0,4,0,10000,0.2,17,298
18,201,5.0,4,0,5000,0.1,17,270
18,113,2.0,4,1,0,0.0,17,299
18,111,4.0,4,4,3000,0.06,17,36
18,399,3.0,3,4,0,0.0,17,300
18,235,5.0,0,2,15000,0.3,17,164
18,261,2.0,0,2,10000,0.2,17,301
19,194,5.0,4,0,5000,0.1,18,223
19,228,2.0,0,1,3000,0.06,18,77
19,417,3.0,3,1,10000,0.2,18,177
19,205,3.0,4,4,50000,1.0,18,204
19,112,3.0,4,4,25000,0.5,18,302
19,42,2.0,1,1,5000,0.1,18,200
19,168,3.0,4,0,10000,0.2,18,196
19,327,4.0,0,4,15000,0.3,18,303
19,395,2.0,3,4,0,0.0,18,105
19,418,4.0,3,1,5000,0.1,18,304
19,84,2.0,1,3,0,0.0,18,305
19,400,2.0,3,2,0,0.0,18,306
19,195,4.0,4,0,5000,0.1,18,307
19,34,5.0,1,3,0,0.0,18,308
19,295,3.0,0,1,0,0.0,18,309
19,247,3.0,0,4,15000,0.3,18,158
19,344,2.0,2,0,3000,0.06,18,1
19,203,2.0,4,4,40000,0.8,18,231
19,56,3.0,1,0,25000,0.5,18,172
19,9,3.0,1,0,50000,1.0,18,110
19,38,5.0,1,1,0,0.0,18,310
19,165,4.0,4,4,2000,0.04,18,311
19,212,3.0,0,1,0,0.0,18,312
19,170,5.0,4,1,50000,1.0,18,267
19,331,3.0,0,1,50000,1.0,18,185
19,124,4.0,4,1,0,0.0,18,313
19,38,5.0,1,1,0,0.0,18,310
19,432,4.0,3,4,0,0.0,18,314
19,252,5.0,0,4,15000,0.3,18,271
19,317,3.0,0,2,15000,0.3,18,315
19,127,5.0,4,4,10000,0.2,18,221
19,210,5.0,4,0,3000,0.06,18,289
19,333,4.0,0,4,20000,0.4,18,316
19,426,5.0,3,1,0,0.0,18,48
19,151,3.0,4,4,0,0.0,18,111
19,15,4.0,1,3,0,0.0,18,21
19,430,4.0,3,4,50000,1.0,18,212
19,393,3.0,3,2,0,0.0,18,9
19,382,4.0,2,4,50000,1.0,18,71
19,192,5.0,4,2,15000,0.3,18,150
19,197,5.0,4,0,5000,0.1,18,208
19,192,3.0,4,2,15000,0.3,18,150
19,346,4.0,2,4,0,0.0,18,120
19,213,2.0,0,1,5000,0.1,18,148
20,81,3.0,1,3,0,0.0,19,317
20,9,2.0,1,0,50000,1.0,19,110
20,142,2.0,4,2,0,0.0,19,244
20,374,3.0,2,2,6000,0.12,19,318
20,227,5.0,0,4,0,0.0,19,67
20,202,5.0,4,0,10000,0.2,19,60
20,429,3.0,3,1,0,0.0,19,222
20,136,3.0,4,4,10000,0.2,19,319
20,278,3.0,0,5,0,0.0,19,320
20,90,2.0,4,4,5000,0.1,19,201
20,21,3.0,1,1,5000,0.1,19,24
